timestamp;test-class;test-method;time;description;result
2021-08-25 11:38:01.043;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4883;[5] recordIndex=0, title=sex a a a a a a a a, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:06.21;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4882;[6] recordIndex=0, title=million dollars a a a a a a a, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:11.371;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4859;[7] recordIndex=0, title=test descripcion, description=null, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:16.673;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5018;[8] recordIndex=0, title=test descripcion, description=esta descripcion tiene 500 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:22.032;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5056;[9] recordIndex=0, title=test descripcion, description=esta descripcion tiene 501 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:27.434;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5100;[10] recordIndex=0, title=test descripcion, description=sex, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:32.696;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4887;[11] recordIndex=0, title=test descripcion, description=sex a a a a a a a a, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=29.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:37.931;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4920;[12] recordIndex=0, title=test descripcion, description=million dollars a a a a a a a, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=29.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:43.133;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4891;[13] recordIndex=0, title=sex a a a a a a a a, description=sex a a a a a a a a, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:48.392;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4927;[14] recordIndex=0, title=million dollars a a a a a a a, description=million dollars a a a a a a a, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:53.652;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4929;[15] recordIndex=0, title=test fecha, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/08/30 17:50, workloadInHours=1.0, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:58.721;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4721;[16] recordIndex=0, title=test fecha, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/09/29 17:50, workloadInHours=1.0, Link=http://www.sample-app.com/, isPublic=false;OK
2021-08-25 11:39:04.046;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4992;[17] recordIndex=0, title=test fecha, description=descripcion, periodInitial=2021/09/29 17:50, periodFinal=2021/09/29 17:49, workloadInHours=1.0, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:09.236;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4877;[18] recordIndex=0, title=test fecha, description=descripcion, periodInitial=2022/09/29 17:50, periodFinal=2021/09/29 17:49, workloadInHours=1.0, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:14.294;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4727;[19] recordIndex=0, title=test fecha, description=descripcion, periodInitial=2020/09/29 17:50, periodFinal=2020/09/29 18:50, workloadInHours=1.0, Link=http://www.sample-app.com/, isPublic=false;OK
2021-08-25 11:39:19.497;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4904;[20] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:50, workloadInHours=1.0, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:24.795;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4967;[21] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:50, workloadInHours=0.1, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:29.992;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4896;[22] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:50, workloadInHours=26.0, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:34.97;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4678;[23] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:50, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false;OK
2021-08-25 11:39:40.182;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4897;[24] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:50, workloadInHours=0.60, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:45.395;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4894;[25] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/10/01 17:50, workloadInHours=0.60, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:50.667;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4940;[26] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/10/01 17:50, workloadInHours=-1, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:39:55.842;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4861;[27] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/10/01 17:50, workloadInHours=-0.01, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:40:00.797;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4624;[28] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/10/01 17:50, workloadInHours=-0.60, Link=http://www.sample-app.com/, isPublic=false;OK
2021-08-25 11:40:05.988;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4908;[29] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:50, workloadInHours=0.01, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:40:11.0;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4682;[30] recordIndex=0, title=test workload, description=descripcion, periodInitial=2021/09/30 17:50, periodFinal=2021/10/01 17:50, workloadInHours=200, Link=http://www.sample-app.com/, isPublic=false;OK
2021-08-25 11:40:16.276;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4960;[31] recordIndex=0, title=titulo, description=test link, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=999.10, Link=esto no es un link, isPublic=true;OK
;;createNegative Average;4874,903226;;
2021-08-25 11:34:29.661;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8681;[1] recordIndex=12, title=m, description=test titulo, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:34:38.24;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8279;[2] recordIndex=13, title=este titulo tiene 79 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=test titulo, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:34:46.795;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8255;[3] recordIndex=14, title=este titulo tiene 78 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=test titulo, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:34:55.478;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8322;[4] recordIndex=15, title=mm, description=test titulo, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:35:04.375;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8587;[5] recordIndex=16, title=test descripcion, description=m, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:35:12.773;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8103;[6] recordIndex=17, title=test descripcion, description=mm, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:35:21.344;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8282;[7] recordIndex=18, title=test descripcion, description=esta descripcion tiene 499 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:35:29.498;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;7850;[8] recordIndex=19, title=test descripcion, description=esta descripcion tiene 498 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=null, isPublic=true;OK
2021-08-25 11:35:38.104;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8321;[9] recordIndex=20, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 17:50, workloadInHours=0.00, Link=http://www.sample-app.com, isPublic=true;OK
2021-08-25 11:35:47.162;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8790;[10] recordIndex=21, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 17:51, workloadInHours=0.01, Link=null, isPublic=true;OK
2021-08-25 11:35:55.915;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8472;[11] recordIndex=22, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 18:50, workloadInHours=0.59, Link=null, isPublic=false;OK
2021-08-25 11:36:04.433;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8220;[12] recordIndex=23, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 18:50, workloadInHours=1.00, Link=http://www.sample-app.com, isPublic=true;OK
2021-08-25 11:36:12.92;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8205;[13] recordIndex=24, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 18:51, workloadInHours=1.01, Link=null, isPublic=true;OK
2021-08-25 11:36:21.219;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8004;[14] recordIndex=25, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/29 17:50, workloadInHours=23.59, Link=http://www.sample-app.com, isPublic=false;OK
2021-08-25 11:36:29.619;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8116;[15] recordIndex=26, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/29 17:50, workloadInHours=24.00, Link=null, isPublic=true;OK
2021-08-25 11:36:37.239;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;7342;[16] recordIndex=27, title=test fecha, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/29 17:51, workloadInHours=24.01, Link=null, isPublic=false;OK
2021-08-25 11:36:45.489;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;7974;[17] recordIndex=28, title=test link, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/29 17:51, workloadInHours=24.01, Link=http://www.sample-app.com, isPublic=false;OK
2021-08-25 11:36:53.387;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;7597;[18] recordIndex=29, title=titulo, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/09/30 17:50, workloadInHours=26.59, Link=null, isPublic=true;OK
2021-08-25 11:37:01.92;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8209;[19] recordIndex=30, title=titulo, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/12/30 17:50, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true;OK
2021-08-25 11:37:10.351;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8130;[20] recordIndex=31, title=titulo, description=descripcion, periodInitial=2021/09/28 17:50, periodFinal=2021/12/30 17:50, workloadInHours=999.00, Link=null, isPublic=true;OK
2021-08-25 11:37:19.073;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8354;[21] recordIndex=32, title=sex a a a a a a a a a, description=test spam word, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 18:51, workloadInHours=1.01, Link=null, isPublic=true;OK
2021-08-25 11:37:27.531;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8179;[22] recordIndex=33, title=test spam word, description=million dollars a a a a a a a a, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 18:51, workloadInHours=1.01, Link=null, isPublic=true;OK
2021-08-25 11:37:35.414;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;7589;[23] recordIndex=34, title=sex a a a a a a a a a, description=sex a a a a a a a a a, periodInitial=2021/09/28 17:50, periodFinal=2021/09/28 18:51, workloadInHours=1.01, Link=null, isPublic=true;OK
;;createPositive Average;8167,869565;;
2021-08-25 11:44:04.827;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksNegativeAdministrator;3722;[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true;OK
;;deleteTasksNegativeAdministrator Average;3722;;
2021-08-25 11:43:56.881;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksNegativeAnonymous;302;[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true;OK
;;deleteTasksNegativeAnonymous Average;302;;
2021-08-25 11:44:00.778;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksNegativeEmployer;3576;[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true;OK
;;deleteTasksNegativeEmployer Average;3576;;
2021-08-25 11:42:25.124;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksNegativeManager;3680;[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true;OK
;;deleteTasksNegativeManager Average;3680;;
2021-08-25 11:42:29.169;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksNegativeWorker;3749;[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true;OK
;;deleteTasksNegativeWorker Average;3749;;
2021-08-25 11:42:36.265;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;6809;[1] recordIndex=0, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workloadInHours=1.00, link=null, isPublic=true;OK
2021-08-25 11:42:43.786;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;7236;[2] recordIndex=0, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workloadInHours=11.25, link=null, isPublic=true;OK
2021-08-25 11:42:51.349;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;7284;[3] recordIndex=0, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 13:45, workloadInHours=1.15, link=http://lavaderos.com, isPublic=true;OK
2021-08-25 11:42:59.026;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;7209;[4] recordIndex=0, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=1.34, link=null, isPublic=true;OK
2021-08-25 11:43:06.521;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;7212;[5] recordIndex=0, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=8.59, link=http://www.sample-app.com, isPublic=true;OK
2021-08-25 11:43:13.493;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;6646;[6] recordIndex=0, title=Buy vegetables, description=I have to go to the supermarket, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workloadInHours=24.00, link=http://supermarketOnline.com, isPublic=true;OK
2021-08-25 11:43:20.597;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;6789;[7] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/08/21 17:50, periodFinal=2021/09/18 18:55, workloadInHours=5.00, link=http://www.sample-app.com, isPublic=false;OK
2021-08-25 11:43:27.658;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;6745;[8] recordIndex=0, title=Clean my car, description=I have to clean my car, periodInitial=2021/08/11 17:50, periodFinal=2021/09/19 19:55, workloadInHours=1.59, link=null, isPublic=false;OK
2021-08-25 11:43:34.707;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;6740;[9] recordIndex=0, title=Study the math test, description=I have to study this month, periodInitial=2021/07/28 13:50, periodFinal=2021/09/20 17:55, workloadInHours=13.00, link=http://mathExams.com, isPublic=true;OK
2021-08-25 11:43:41.717;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;6724;[10] recordIndex=0, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/08/19 17:50, periodFinal=2021/09/21 19:55, workloadInHours=0.24, link=http://www.sample-app.com, isPublic=true;OK
2021-08-25 11:43:48.776;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;6761;[11] recordIndex=0, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/06/21 19:50, periodFinal=2021/09/21 19:50, workloadInHours=50.34, link=null, isPublic=false;OK
2021-08-25 11:43:56.299;acme.testing.manager.task.ManagerTaskDeleteTest;deleteTasksPositive;7225;[12] recordIndex=0, title=Clean the car, description=I have to clean the car, periodInitial=2021/08/15 17:50, periodFinal=2021/09/23 18:55, workloadInHours=1.14, link=http://lavaderosSevilla.com, isPublic=true;OK
;;deleteTasksPositive Average;6948,333333;;
2021-08-25 11:41:58.846;acme.testing.manager.task.ManagerTaskListTest;listManagerNegative;3809;[1] recordIndex=0, user=administrator, password=administrator;OK
;;listManagerNegative Average;3809;;
2021-08-25 11:40:45.262;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;6208;[1] recordIndex=0, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workloadInHours=1.00, Link=null;OK
2021-08-25 11:40:51.633;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;6041;[2] recordIndex=1, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workloadInHours=11.25, Link=null;OK
2021-08-25 11:40:57.971;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;6013;[3] recordIndex=2, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 13:45, workloadInHours=1.15, Link=http://lavaderos.com;OK
2021-08-25 11:41:04.232;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;5916;[4] recordIndex=3, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=1.34, Link=null;OK
2021-08-25 11:41:10.558;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;5987;[5] recordIndex=4, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=8.59, Link=http://www.sample-app.com;OK
2021-08-25 11:41:16.858;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;5982;[6] recordIndex=5, title=Buy vegetables, description=I have to go to the supermarket, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workloadInHours=24.00, Link=http://supermarketOnline.com;OK
2021-08-25 11:41:23.236;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;6049;[7] recordIndex=6, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/08/21 17:50, periodFinal=2021/09/18 18:55, workloadInHours=5.00, Link=http://www.sample-app.com;OK
2021-08-25 11:41:29.563;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;6027;[8] recordIndex=7, title=Clean my car, description=I have to clean my car, periodInitial=2021/08/11 17:50, periodFinal=2021/09/19 19:55, workloadInHours=1.59, Link=null;OK
2021-08-25 11:41:35.849;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;5955;[9] recordIndex=8, title=Study the math test, description=I have to study this month, periodInitial=2021/07/28 13:50, periodFinal=2021/09/20 17:55, workloadInHours=13.00, Link=http://mathExams.com;OK
2021-08-25 11:41:42.098;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;5920;[10] recordIndex=9, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/08/19 17:50, periodFinal=2021/09/21 19:55, workloadInHours=0.24, Link=http://www.sample-app.com;OK
2021-08-25 11:41:48.494;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;6033;[11] recordIndex=10, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/06/21 19:50, periodFinal=2021/09/21 19:50, workloadInHours=50.34, Link=null;OK
2021-08-25 11:41:54.73;acme.testing.manager.task.ManagerTaskListTest;taskShowServiceTest;5923;[12] recordIndex=11, title=Clean the car, description=I have to clean the car, periodInitial=2021/08/15 17:50, periodFinal=2021/09/23 18:55, workloadInHours=1.14, Link=http://lavaderosSevilla.com;OK
;;taskShowServiceTest Average;6004,5;;
2021-08-25 11:47:56.344;acme.testing.manager.task.ManagerTaskUpdateTest;updateTasksNegative;6638;[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workload=null, link=null, isPublic=false;OK
2021-08-25 11:48:03.093;acme.testing.manager.task.ManagerTaskUpdateTest;updateTasksNegative;6465;[2] recordIndex=1, title=null, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workload=24.10, link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:48:10.108;acme.testing.manager.task.ManagerTaskUpdateTest;updateTasksNegative;6700;[3] recordIndex=2, title=este titulo tiene 80 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workload=24.10, link=http://www.sample-app.com/, isPublic=true;OK
